================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.20.103:52538       <-> 68.64.5.203:1853            132121 113548066   14858   3352347  146979 116900413    36,825103000      1105,9449
192.168.20.103:48900       <-> 68.64.29.231:8200            56222   8046772   56093   8196296  112315  16243068    18,324093000      1124,9227
192.168.20.103:52538       <-> 68.64.5.152:1853               516     39867     499     38066    1015     77933    35,896101000      1106,9565
192.168.20.103:55731       <-> 8.8.8.8:53                       1        90       1        74       2       164   166,176161000         0,0153
192.168.20.103:54590       <-> 8.8.8.8:53                       1       105       1        89       2       194   166,177166000         0,0193
192.168.20.103:2582        <-> 8.8.8.8:53                       1       105       1        89       2       194  1068,394581000         0,0244
192.168.20.103:29455       <-> 8.8.8.8:53                       1        90       1        74       2       164  1068,396582000         0,0224
================================================================================
