1637938472.644275000	eth:ethertype:ip:tcp:http	192.168.20.103	142.250.184.35	6	59504	80	connectivitycheck.gstatic.com
1637939374.853702000	eth:ethertype:ip:tcp:http	192.168.20.103	142.250.180.131	6	42093	80	connectivitycheck.gstatic.com
