================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.20.103:60531       <-> 13.226.175.102:443              11      1770      13      2477      24      4247  1004,592522000        37,3260
192.168.20.103:52477       <-> 8.8.8.8:853                     10      1789      13      1751      23      3540   891,732465000        31,7730
192.168.20.103:58945       <-> 23.22.189.111:443               10      1488      13      4416      23      5904   941,949485000        99,8341
192.168.20.103:50868       <-> 99.86.162.92:443                11      7121      12      3412      23     10533  1005,246521000         0,1800
192.168.20.103:50339       <-> 107.178.240.159:443             11      2866      11      2455      22      5321  1005,734526000        35,9530
192.168.20.103:52207       <-> 8.8.8.8:853                      9      1232      11      1468      20      2700   442,977252000        20,1360
192.168.20.103:52241       <-> 8.8.8.8:853                      9      1232      11      1468      20      2700   505,105283000        20,1560
192.168.20.103:52487       <-> 130.211.34.183:443               9      1910      11      5067      20      6977  1005,024518000        36,6780
192.168.20.103:59426       <-> 54.175.121.155:443               9      1246      10      1595      19      2841  1005,132518000        36,6680
192.168.20.103:57072       <-> 216.58.205.68:443                8      1597       8      1422      16      3019   620,026338000         0,1152
192.168.20.103:42286       <-> 142.250.184.67:80                4       374       5       565       9       939   620,020344000         0,0750
192.168.20.103:45733       <-> 78.108.124.30:443                4       260       4       272       8       532    25,924069000         0,0807
192.168.20.103:43273       <-> 78.108.124.247:443               4       260       4       272       8       532    25,954066000         0,0777
192.168.20.103:43372       <-> 142.250.180.99:443               3       174       3       222       6       396   233,110266000        60,0285
192.168.20.103:35021       <-> 143.204.11.7:443                 2       156       2       132       4       288    42,514107000         0,0420
192.168.20.103:60400       <-> 99.86.162.75:443                 2       156       2       132       4       288    50,744793000         0,0413
192.168.20.103:33884       <-> 68.64.22.20:8200                 1        66       2       134       3       200    28,122065000         0,1720
================================================================================
