1637936668.185818000	eth:ethertype:ip:udp:dns	8.8.8.8	192.168.20.103	17			142.250.184.67	connectivitycheck.gstatic.com
1637936668.185830000	eth:ethertype:ip:udp:dns	8.8.8.8	192.168.20.103	17			216.58.205.68	www.google.com
