================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.20.103:44038       <-> 142.250.82.99:19305          38444   4946727   55449   8238207   93893  13184934     0,000000000       917,6164
192.168.20.103:44038       <-> 74.125.128.127:19302            91      6734      91      5642     182     12376     5,949999000       903,2944
192.168.20.103:43846       <-> 142.250.82.99:19305             64      8576      64      9600     128     18176    22,543010000       895,0250
192.168.20.103:43846       <-> 74.125.128.127:19302             8       592       8       496      16      1088     5,889001000        70,2892
192.168.20.103:51098       <-> 142.250.180.129:443              0         0       6      7098       6      7098    11,113004000         4,0390
192.168.20.103:59824       <-> 216.58.209.42:443                0         0       6      7098       6      7098   269,688120000         4,0360
192.168.20.103:46260       <-> 142.250.180.106:443              0         0       6      7098       6      7098   880,502417000         4,0410
================================================================================
