================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.20.103:57136       <-> 142.250.82.99:19305          85070  49722748   90646  31170075  175716  80892823     5,886003000       910,1344
192.168.20.103:57136       <-> 74.125.128.127:19302            91      6734      91      5642     182     12376     5,350004000       903,5737
192.168.20.103:46054       <-> 142.250.82.99:19305             37      4958      37      5558      74     10516     6,511009000       903,5721
192.168.20.103:46054       <-> 74.125.128.127:19302            13       962      13       806      26      1768     5,355004000       120,4514
192.168.20.103:34106       <-> 142.250.180.74:443               0         0       6      7098       6      7098     0,120002000         4,0470
192.168.20.103:41311       <-> 142.250.184.106:443              0         0       6      7098       6      7098     5,993006000         4,0340
192.168.20.103:49707       <-> 142.250.180.106:443              0         0       6      7098       6      7098   317,772149000         4,0370
192.168.20.103:56712       <-> 142.250.180.65:443               0         0       5      5706       5      5706   294,389143000         4,0360
================================================================================
