================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.20.102:32871       <-> 99.77.157.87:22466           42185   5497333   38173   5799088   80358  11296421    18,958998000       850,0734
192.168.20.102:41109       <-> 99.77.135.74:22466             491     54730   41940   6184494   42431   6239224    19,402008000       888,7134
192.168.20.102:39169       <-> 99.77.157.87:22466            1873    209048    1679    288004    3552    497052   870,292397000        37,8130
192.168.20.102:51092       <-> 8.8.8.8:53                       1       103       1        87       2       190    18,784002000         0,0283
192.168.20.102:62922       <-> 8.8.8.8:53                       1       105       1        89       2       194   300,845128000         0,0197
192.168.20.102:47457       <-> 8.8.8.8:53                       1        90       1        74       2       164   300,846129000         0,0147
192.168.20.102:5672        <-> 8.8.8.8:53                       1       105       1        89       2       194   830,677375000         0,0195
192.168.20.102:31966       <-> 8.8.8.8:53                       1        90       1        74       2       164   830,678378000         0,0205
================================================================================
