1637941385.414888000	eth:ethertype:ip:udp:dns	8.8.8.8	192.168.20.103	17			216.58.205.68	www.google.com
1637941385.429874000	eth:ethertype:ip:udp:dns	8.8.8.8	192.168.20.103	17			216.58.208.163	connectivitycheck.gstatic.com
1637942027.633486000	eth:ethertype:ip:udp:dns	8.8.8.8	192.168.20.103	17			216.58.208.132	www.google.com
1637942027.637481000	eth:ethertype:ip:udp:dns	8.8.8.8	192.168.20.103	17			142.250.180.67	connectivitycheck.gstatic.com
